type,sec,sample
true,283.3515625,36269
true,284.0390625,36357
true,284.3359375,36395
true,285.125,36496
true,285.4296875,36535
true,286.09375,36620
true,286.3984375,36659
true,287.125,36752
true,287.4296875,36791
true,288.5078125,36929
true,289.5390625,37061
true,290.8359375,37227
true,292.1875,37400
true,293.3125,37544
true,294.53125,37700
true,295.7578125,37857
true,297.0625,38024
true,298.2890625,38181
true,299.5,38336
true,300.8046875,38503
true,302.0625,38664
true,303.3203125,38825
true,304.5546875,38983
true,305.78125,39140
true,306.8984375,39283
true,307.8671875,39407
true,308.7578125,39521
true,309.7578125,39649
true,310.75,39776
true,311.6328125,39889
true,312.515625,40002
true,313.4765625,40125
true,314.6328125,40273
true,315.71875,40412
true,317.046875,40582
true,318.375,40752
true,319.65625,40916
true,320.9609375,41083
true,322.2578125,41249
true,323.390625,41394
true,324.375,41520
true,325.2265625,41629
true,326.078125,41738
true,326.3828125,41777
true,327.5703125,41929
true,328.5625,42056
true,329.6796875,42199
true,331.0078125,42369
true,332.1484375,42515
true,333.53125,42692
true,334.8984375,42867
true,336.2265625,43037
true,337.609375,43214
true,338.984375,43390
true,340.328125,43562
true,341.65625,43732
true,342.9453125,43897
true,344.21875,44060
true,345.5390625,44229
true,346.6171875,44367
true,347.5390625,44485
true,348.4921875,44607
true,349.9765625,44797
true,351.0859375,44939
true,352.5234375,45123
true,353.7421875,45279
true,354.7109375,45403
true,355.6640625,45525
true,356.8203125,45673
true,358.0546875,45831
true,359.328125,45994
true,360.7578125,46177
true,362.140625,46354
true,363.5234375,46531
true,364.7734375,46691
true,365.8984375,46835
true,367.09375,46988
true,368.453125,47162
true,369.7734375,47331
true,371.078125,47498
true,372.3671875,47663
true,373.515625,47810
true,374.7265625,47965
true,376.0078125,48129
true,377.28125,48292
true,378.5234375,48451
true,379.6875,48600
true,380.8515625,48749
true,382.078125,48906
true,383.1328125,49041
true,384.0234375,49155
true,384.875,49264
true,385.84375,49388
true,387.25,49568
true,388.2109375,49691
true,389.1640625,49813
true,389.46875,49852
true,390.3203125,49961
true,391.3671875,50095
true,392.75,50272
true,394.15625,50452
true,395.5078125,50625
true,396.8671875,50799
true,398.1875,50968
true,399.5,51136
true,400.71875,51292
true,401.90625,51444
true,403.109375,51598
true,404.4140625,51765
true,405.6875,51928
true,406.8046875,52071
true,407.703125,52186
true,408.015625,52226
true,408.5625,52296
true,409.421875,52406
true,410.9609375,52603
true,412.015625,52738
true,412.328125,52778
true,412.9765625,52861
true,413.28125,52900
true,413.9140625,52981
true,414.8046875,53095
true,415.6640625,53205
true,415.96875,53244
true,416.5703125,53321
true,416.875,53360
true,417.46875,53436
true,417.7734375,53475
true,418.4296875,53559
true,419.5234375,53699
true,420.53125,53828
true,421.6171875,53967
true,422.640625,54098
true,423.7265625,54237
true,424.84375,54380
true,426.015625,54530
true,427.2265625,54685
true,428.4296875,54839
true,429.6640625,54997
true,430.8671875,55151
true,431.984375,55294
true,433.0859375,55435
true,434.234375,55582
true,435.3203125,55721
true,436.375,55856
true,437.421875,55990
true,438.5234375,56131
true,439.5,56256
true,440.4453125,56377
true,441.4609375,56507
true,441.765625,56546
true,442.9296875,56695
true,444.2578125,56865
true,445.3046875,56999
true,446.390625,57138
true,447.875,57328
true,449.21875,57500
true,450.390625,57650
true,451.8125,57832
true,453.1953125,58009
true,454.40625,58164
true,455.5234375,58307
true,456.546875,58438
true,456.859375,58478
true,457.625,58576
true,458.640625,58706
true,459.5625,58824
true,460.5703125,58953
true,461.5234375,59075
true,462.4140625,59189
true,463.3515625,59309
true,463.65625,59348
true,464.328125,59434
true,465.3046875,59559
true,466.2265625,59677
true,467.125,59792
true,468.015625,59906
true,468.9375,60024
true,469.8125,60136
true,470.7265625,60253
true,471.734375,60382
true,472.8515625,60525
true,474.0,60672
true,475.0390625,60805
true,476.2109375,60955
true,477.484375,61118
true,478.7265625,61277
true,479.8671875,61423
true,481.078125,61578
true,482.3203125,61737
true,483.53125,61892
true,484.765625,62050
true,485.9609375,62203
true,486.9375,62328
true,487.796875,62438
true,488.6796875,62551
true,488.9765625,62589
true,489.6953125,62681
true,490.65625,62804
true,491.578125,62922
true,491.875,62960
true,492.6328125,63057
true,492.9375,63096
true,493.8984375,63219
true,495.0546875,63367
true,495.359375,63406
true,496.1015625,63501
true,496.4140625,63541
true,497.1015625,63629
true,498.1328125,63761
true,499.15625,63892
true,500.265625,64034
true,501.4296875,64183
true,502.734375,64350
true,503.9140625,64501
true,505.1875,64664
true,506.5,64832
true,507.796875,64998
true,509.0546875,65159
true,510.2109375,65307
true,511.3359375,65451
true,512.2265625,65565
true,513.125,65680
true,513.4296875,65719
true,514.703125,65882
true,516.03125,66052
true,517.0078125,66177
true,517.3125,66216
true,518.3125,66344
true,519.5859375,66507
true,520.8984375,66675
true,522.09375,66828
true,523.2890625,66981
true,524.640625,67154
true,525.9609375,67323
true,527.25,67488
true,528.421875,67638
true,529.390625,67762
true,530.296875,67878
true,530.6015625,67917
true,531.8046875,68071
true,533.1484375,68243
true,534.125,68368
true,535.09375,68492
true,535.3984375,68531
true,536.5703125,68681
true,537.9453125,68857
true,539.2109375,69019
true,540.4609375,69179
true,541.7109375,69339
true,542.96875,69500
true,544.1875,69656
true,545.3046875,69799
true,546.390625,69938
true,547.359375,70062
true,548.25,70176
true,549.1640625,70293
true,550.1640625,70421
true,550.4609375,70459
true,551.6796875,70615
true,552.6796875,70743
true,552.9921875,70783
true,553.703125,70874
true,554.0078125,70913
true,555.109375,71054
true,556.359375,71214
true,557.5390625,71365
true,558.8828125,71537
true,560.1953125,71705
true,561.4609375,71867
true,562.734375,72030
true,563.984375,72190
true,565.1484375,72339
true,566.2734375,72483
true,567.3984375,72627
true,568.4140625,72757
true,569.2890625,72869
true,570.140625,72978
true,570.4453125,73017
true,571.2890625,73125
true,572.1953125,73241
true,572.5,73280
true,573.15625,73364
true,573.4609375,73403
true,574.1640625,73493
true,574.46875,73532
true,575.1484375,73619
true,575.4609375,73659
true,576.1640625,73749
true,576.46875,73788
true,577.578125,73930
true,578.859375,74094
true,580.234375,74270
true,581.4453125,74425
true,582.8046875,74599
true,583.953125,74746
true,585.125,74896
true,586.359375,75054
true,587.4609375,75195
true,588.65625,75348
true,589.7734375,75491
true,591.0625,75656
true,592.2734375,75811
true,593.59375,75980
true,594.90625,76148
true,596.1796875,76311
true,597.4140625,76469
true,598.6640625,76629
true,599.7734375,76771
true,600.8046875,76903
true,601.84375,77036
true,603.015625,77186
true,604.2265625,77341
true,605.453125,77498
true,606.5,77632
true,607.3984375,77747
true,608.3984375,77875
true,609.734375,78046
true,610.96875,78204
true,612.0625,78344
true,613.28125,78500
true,614.3359375,78635
true,615.25,78752
true,616.125,78864
true,617.109375,78990
true,618.140625,79122
true,619.0625,79240
true,620.046875,79366
true,621.40625,79540
true,622.625,79696
true,623.734375,79838
true,624.7578125,79969
true,625.7421875,80095
pred,0.765625,98
pred,1.0546875,135
pred,1.8125,232
pred,2.09375,268
pred,3.1796875,407
pred,4.390625,562
pred,5.4296875,695
pred,6.4453125,825
pred,7.6171875,975
pred,8.7265625,1117
pred,9.7734375,1251
pred,10.921875,1398
pred,12.1328125,1553
pred,13.2890625,1701
pred,14.5234375,1859
pred,15.7734375,2019
pred,16.9453125,2169
pred,18.0390625,2309
pred,18.3046875,2343
pred,19.109375,2446
pred,20.171875,2582
pred,21.21875,2716
pred,22.515625,2882
pred,23.8359375,3051
pred,24.8671875,3183
pred,25.09375,3212
pred,26.265625,3362
pred,27.5,3520
pred,28.1015625,3597
pred,28.78125,3684
pred,30.0625,3848
pred,31.2265625,3997
pred,32.234375,4126
pred,33.328125,4266
pred,34.8046875,4455
pred,36.125,4624
pred,37.375,4784
pred,38.7109375,4955
pred,39.921875,5110
pred,41.0546875,5255
pred,42.0703125,5385
pred,42.3515625,5421
pred,43.1328125,5521
pred,44.4765625,5693
pred,45.625,5840
pred,45.953125,5882
pred,46.9765625,6013
pred,48.3515625,6189
pred,49.640625,6354
pred,50.875,6512
pred,51.96875,6652
pred,53.0859375,6795
pred,54.359375,6958
pred,55.6953125,7129
pred,56.9453125,7289
pred,58.09375,7436
pred,58.3515625,7469
pred,59.171875,7574
pred,60.09375,7692
pred,60.3671875,7727
pred,60.9296875,7799
pred,61.96875,7932
pred,62.2421875,7967
pred,63.46875,8124
pred,63.7421875,8159
pred,64.515625,8258
pred,65.4921875,8383
pred,65.7734375,8419
pred,66.734375,8542
pred,68.109375,8718
pred,69.234375,8862
pred,70.3515625,9005
pred,71.671875,9174
pred,71.9375,9208
pred,72.875,9328
pred,74.1171875,9487
pred,75.453125,9658
pred,75.7109375,9691
pred,76.7265625,9821
pred,78.0703125,9993
pred,79.28125,10148
pred,80.484375,10302
pred,81.75,10464
pred,83.015625,10626
pred,84.2421875,10783
pred,85.4609375,10939
pred,86.6328125,11089
pred,87.6328125,11217
pred,88.5234375,11331
pred,89.46875,11452
pred,90.8984375,11635
pred,92.0,11776
pred,92.953125,11898
pred,94.0078125,12033
pred,95.46875,12220
pred,96.90625,12404
pred,97.5,12480
pred,98.2890625,12581
pred,99.6953125,12761
pred,101.0234375,12931
pred,102.3671875,13103
pred,103.6640625,13269
pred,104.953125,13434
pred,105.21875,13468
pred,106.0390625,13573
pred,107.984375,13822
pred,109.1875,13976
pred,110.5703125,14153
pred,111.6796875,14295
pred,113.0,14464
pred,114.2421875,14623
pred,115.6015625,14797
pred,116.9296875,14967
pred,118.3203125,15145
pred,119.65625,15316
pred,120.9296875,15479
pred,122.1953125,15641
pred,123.3828125,15793
pred,124.5390625,15941
pred,125.8125,16104
pred,127.140625,16274
pred,128.34375,16428
pred,129.328125,16554
pred,130.2421875,16671
pred,131.421875,16822
pred,131.6953125,16857
pred,132.46875,16956
pred,133.4453125,17081
pred,134.9140625,17269
pred,136.140625,17426
pred,137.1875,17560
pred,138.5859375,17739
pred,139.9921875,17919
pred,141.3125,18088
pred,142.6171875,18255
pred,143.8515625,18413
pred,145.0,18560
pred,146.1953125,18713
pred,147.4375,18872
pred,148.6640625,19029
pred,149.84375,19180
pred,150.9765625,19325
pred,151.2265625,19357
pred,152.0625,19464
pred,152.375,19504
pred,153.0546875,19591
pred,153.3515625,19629
pred,154.015625,19714
pred,156.390625,20018
pred,156.6640625,20053
pred,157.3046875,20135
pred,158.7421875,20319
pred,160.140625,20498
pred,161.609375,20686
pred,163.0859375,20875
pred,164.453125,21050
pred,165.7890625,21221
pred,167.046875,21382
pred,168.2421875,21535
pred,169.3203125,21673
pred,170.390625,21810
pred,171.75,21984
pred,172.015625,22018
pred,173.8203125,22249
pred,174.09375,22284
pred,174.734375,22366
pred,175.015625,22402
pred,175.7109375,22491
pred,175.984375,22526
pred,176.6875,22616
pred,177.3203125,22697
pred,178.1328125,22801
pred,179.5078125,22977
pred,180.828125,23146
pred,182.1328125,23313
pred,183.3125,23464
pred,184.5078125,23617
pred,185.765625,23778
pred,187.046875,23942
pred,188.2109375,24091
pred,189.421875,24246
pred,190.484375,24382
pred,191.3671875,24495
pred,191.6484375,24531
pred,192.3046875,24615
pred,192.7734375,24675
pred,193.6640625,24789
pred,194.6875,24920
pred,194.9609375,24955
pred,195.640625,25042
pred,195.921875,25078
pred,197.0625,25224
pred,198.4296875,25399
pred,199.7890625,25573
pred,201.0703125,25737
pred,202.3671875,25903
pred,203.703125,26074
pred,204.9921875,26239
pred,206.3125,26408
pred,207.5234375,26563
pred,208.7421875,26719
pred,209.8984375,26867
pred,210.9921875,27007
pred,212.1484375,27155
pred,213.3515625,27309
pred,214.375,27440
pred,215.2265625,27549
pred,215.5,27584
pred,216.15625,27668
pred,217.5859375,27851
pred,218.578125,27978
pred,219.46875,28092
pred,219.734375,28126
pred,220.5078125,28225
pred,220.796875,28262
pred,221.8203125,28393
pred,223.0078125,28545
pred,224.46875,28732
pred,225.7890625,28901
pred,227.1484375,29075
pred,228.515625,29250
pred,229.859375,29422
pred,231.03125,29572
pred,232.1875,29720
pred,233.515625,29890
pred,234.859375,30062
pred,235.984375,30206
pred,237.03125,30340
pred,238.15625,30484
pred,239.515625,30658
pred,240.75,30816
pred,241.0234375,30851
pred,241.8125,30952
pred,242.84375,31084
pred,244.0859375,31243
pred,245.46875,31420
pred,246.59375,31564
pred,247.5859375,31691
pred,247.8671875,31727
pred,248.59375,31820
pred,250.1328125,32017
pred,251.546875,32198
pred,252.7890625,32357
pred,254.078125,32522
pred,255.3671875,32687
pred,256.625,32848
pred,256.8828125,32881
pred,257.640625,32978
pred,258.640625,33106
pred,258.9140625,33141
pred,259.640625,33234
pred,261.890625,33522
pred,263.3203125,33705
pred,264.6953125,33881
pred,265.9453125,34041
pred,267.1640625,34197
pred,268.3828125,34353
pred,269.578125,34506
pred,270.765625,34658
pred,271.8984375,34803
pred,273.0546875,34951
pred,274.265625,35106
pred,275.4296875,35255
pred,275.703125,35290
pred,276.578125,35402
pred,277.828125,35562
pred,278.9375,35704
pred,279.8046875,35815
pred,280.0546875,35847
pred,280.65625,35924
pred,282.09375,36108
pred,282.3671875,36143
pred,283.03125,36228
pred,283.296875,36262
pred,284.0390625,36357
pred,284.3203125,36393
pred,285.1015625,36493
pred,286.078125,36618
pred,286.359375,36654
pred,287.109375,36750
pred,287.390625,36786
pred,288.484375,36926
pred,289.5390625,37061
pred,290.8203125,37225
pred,292.1640625,37397
pred,292.421875,37430
pred,293.296875,37542
pred,294.515625,37698
pred,295.7421875,37855
pred,297.046875,38022
pred,298.2734375,38179
pred,299.484375,38334
pred,300.7890625,38501
pred,302.0546875,38663
pred,303.3046875,38823
pred,304.53125,38980
pred,305.7578125,39137
pred,306.8828125,39281
pred,307.8515625,39405
pred,308.7421875,39519
pred,309.015625,39554
pred,309.7421875,39647
pred,310.734375,39774
pred,311.6171875,39887
pred,312.5,40000
pred,312.78125,40036
pred,313.4609375,40123
pred,314.609375,40270
pred,315.703125,40410
pred,317.0390625,40581
pred,318.3671875,40751
pred,319.6484375,40915
pred,320.9453125,41081
pred,322.2421875,41247
pred,323.375,41392
pred,324.3671875,41519
pred,325.2109375,41627
pred,326.078125,41738
pred,327.546875,41926
pred,327.828125,41962
pred,328.5546875,42055
pred,328.828125,42090
pred,329.671875,42198
pred,330.984375,42366
pred,331.2578125,42401
pred,332.140625,42514
pred,333.515625,42690
pred,334.8828125,42865
pred,336.21875,43036
pred,337.6015625,43213
pred,338.9765625,43389
pred,340.3125,43560
pred,341.6484375,43731
pred,342.9375,43896
pred,344.2109375,44059
pred,345.5078125,44225
pred,347.53125,44484
pred,347.796875,44518
pred,348.484375,44606
pred,348.7578125,44641
pred,349.9453125,44793
pred,351.078125,44938
pred,352.515625,45122
pred,353.7265625,45277
pred,354.703125,45402
pred,354.9765625,45437
pred,355.65625,45524
pred,355.9296875,45559
pred,356.8046875,45671
pred,358.046875,45830
pred,359.3203125,45993
pred,360.7421875,46175
pred,362.1328125,46353
pred,363.515625,46530
pred,364.7578125,46689
pred,365.890625,46834
pred,367.0859375,46987
pred,368.4375,47160
pred,369.765625,47330
pred,371.0703125,47497
pred,372.3515625,47661
pred,373.5078125,47809
pred,374.71875,47964
pred,376.0,48128
pred,377.2734375,48291
pred,378.5078125,48449
pred,379.6796875,48599
pred,380.84375,48748
pred,382.0625,48904
pred,383.125,49040
pred,384.0234375,49155
pred,384.296875,49190
pred,384.8671875,49263
pred,385.140625,49298
pred,385.828125,49386
pred,387.2265625,49565
pred,387.515625,49602
pred,388.203125,49690
pred,389.15625,49812
pred,389.4375,49848
pred,390.3125,49960
pred,391.3671875,50095
pred,392.7421875,50271
pred,394.140625,50450
pred,395.5,50624
pred,396.8515625,50797
pred,398.171875,50966
pred,399.484375,51134
pred,400.7109375,51291
pred,401.8984375,51443
pred,403.109375,51598
pred,404.3984375,51763
pred,404.90625,51828
pred,405.671875,51926
pred,405.9375,51960
pred,406.75,52064
pred,407.0078125,52097
pred,409.421875,52406
pred,409.796875,52454
pred,410.9453125,52601
pred,413.0234375,52867
pred,413.28125,52900
pred,413.921875,52982
pred,414.8984375,53107
pred,415.65625,53204
pred,416.390625,53298
pred,416.65625,53332
pred,418.5703125,53577
pred,419.5078125,53697
pred,420.515625,53826
pred,421.59375,53964
pred,422.6171875,54095
pred,423.6953125,54233
pred,424.8203125,54377
pred,425.9921875,54527
pred,427.203125,54682
pred,428.3984375,54835
pred,429.640625,54994
pred,430.8359375,55147
pred,431.9453125,55289
pred,432.2109375,55323
pred,433.0546875,55431
pred,434.21875,55580
pred,435.265625,55714
pred,436.3671875,55855
pred,437.4140625,55989
pred,438.5078125,56129
pred,439.484375,56254
pred,439.7421875,56287
pred,440.4296875,56375
pred,440.6875,56408
pred,441.453125,56506
pred,442.921875,56694
pred,444.234375,56862
pred,445.296875,56998
pred,446.375,57136
pred,447.8671875,57327
pred,449.203125,57498
pred,450.390625,57650
pred,451.796875,57830
pred,453.1796875,58007
pred,454.3984375,58163
pred,455.5234375,58307
pred,456.546875,58438
pred,457.609375,58574
pred,458.59375,58700
pred,458.875,58736
pred,459.484375,58814
pred,459.78125,58852
pred,460.578125,58954
pred,460.84375,58988
pred,461.5,59072
pred,462.4140625,59189
pred,463.34375,59308
pred,463.6015625,59341
pred,464.421875,59446
pred,464.671875,59478
pred,466.2265625,59677
pred,467.109375,59790
pred,467.3828125,59825
pred,467.9921875,59903
pred,468.25,59936
pred,468.921875,60022
pred,469.15625,60052
pred,470.71875,60252
pred,471.71875,60380
pred,472.828125,60522
pred,473.9765625,60669
pred,475.015625,60802
pred,476.1953125,60953
pred,477.4765625,61117
pred,478.703125,61274
pred,479.8515625,61421
pred,481.0546875,61575
pred,482.3046875,61735
pred,483.515625,61890
pred,483.7890625,61925
pred,484.75,62048
pred,485.03125,62084
pred,485.9140625,62197
pred,486.9375,62328
pred,487.8046875,62439
pred,488.6796875,62551
pred,489.6796875,62679
pred,490.6484375,62803
pred,490.90625,62836
pred,491.5703125,62921
pred,491.8515625,62957
pred,492.625,63056
pred,492.890625,63090
pred,493.875,63216
pred,494.125,63248
pred,495.0390625,63365
pred,496.109375,63502
pred,496.4140625,63541
pred,497.09375,63628
pred,497.3515625,63661
pred,498.1171875,63759
pred,498.390625,63794
pred,499.1484375,63891
pred,499.4140625,63925
pred,500.25,64032
pred,500.515625,64066
pred,501.4140625,64181
pred,502.71875,64348
pred,503.8984375,64499
pred,505.171875,64662
pred,506.484375,64830
pred,507.78125,64996
pred,509.046875,65158
pred,510.1953125,65305
pred,511.25,65440
pred,512.21875,65564
pred,513.1171875,65679
pred,513.640625,65746
pred,514.6875,65880
pred,516.015625,66050
pred,517.0078125,66177
pred,518.3046875,66343
pred,518.578125,66378
pred,519.578125,66506
pred,520.8828125,66673
pred,522.0859375,66827
pred,523.28125,66980
pred,524.640625,67154
pred,525.9609375,67323
pred,527.2421875,67487
pred,528.40625,67636
pred,529.390625,67762
pred,530.3046875,67879
pred,531.8046875,68071
pred,533.140625,68242
pred,534.1171875,68367
pred,534.3984375,68403
pred,535.09375,68492
pred,535.375,68528
pred,536.5625,68680
pred,537.9375,68856
pred,539.203125,69018
pred,540.4609375,69179
pred,541.7109375,69339
pred,542.96875,69500
pred,544.1796875,69655
pred,545.296875,69798
pred,546.375,69936
pred,546.6328125,69969
pred,547.3515625,70061
pred,548.2421875,70175
pred,548.5078125,70209
pred,549.1640625,70293
pred,549.4296875,70327
pred,550.15625,70420
pred,550.4296875,70455
pred,551.8984375,70643
pred,552.6796875,70743
pred,552.953125,70778
pred,553.6953125,70873
pred,555.1015625,71053
pred,556.3515625,71213
pred,557.53125,71364
pred,558.875,71536
pred,560.1875,71704
pred,561.453125,71866
pred,562.734375,72030
pred,563.9765625,72189
pred,565.140625,72338
pred,566.2734375,72483
pred,568.609375,72782
pred,569.28125,72868
pred,570.140625,72978
pred,570.4296875,73015
pred,571.296875,73126
pred,572.1953125,73241
pred,572.453125,73274
pred,573.15625,73364
pred,573.4296875,73399
pred,574.1484375,73491
pred,574.4375,73528
pred,575.140625,73618
pred,576.1484375,73747
pred,576.4375,73784
pred,577.5625,73928
pred,577.8359375,73963
pred,578.8515625,74093
pred,580.21875,74268
pred,580.5,74304
pred,581.4296875,74423
pred,582.78125,74596
pred,583.9375,74744
pred,585.1015625,74893
pred,586.3203125,75049
pred,587.4375,75192
pred,588.640625,75346
pred,589.7578125,75489
pred,591.0390625,75653
pred,592.25,75808
pred,593.5703125,75977
pred,594.8828125,76145
pred,596.15625,76308
pred,597.3828125,76465
pred,598.6328125,76625
pred,599.7421875,76767
pred,600.0,76800
pred,600.7734375,76899
pred,601.046875,76934
pred,601.8203125,77033
pred,602.9921875,77183
pred,604.203125,77338
pred,605.4140625,77493
pred,606.46875,77628
pred,606.734375,77662
pred,607.375,77744
pred,608.375,77872
pred,609.71875,78044
pred,610.9453125,78201
pred,612.046875,78342
pred,613.2578125,78497
pred,614.296875,78630
pred,614.5546875,78663
pred,615.234375,78750
pred,616.1015625,78861
pred,616.3671875,78895
pred,617.078125,78986
pred,617.3359375,79019
pred,618.078125,79114
pred,618.3515625,79149
pred,619.046875,79238
pred,619.3046875,79271
pred,620.015625,79362
pred,620.28125,79396
pred,621.3828125,79537
pred,622.6015625,79693
pred,622.8515625,79725
